FID_WQchem,OBJECTID,OBJECTID2,EventCode,StationCod,Collection,Collecti_1,SiteDepth,Stratifica,SampleDept,Depths,TotalPhosp,Chloride_m,Project,STISdepth,Comments,_LAKE,FID_,StationNam,StationC_1,Transect,Lake,Year,Project_1,stat_Depth,LatitudeDD,LongitudeD,Notes,STIS__,SITE,STATION,PROJECT_12,DAT,SiteDep,blk_dup,Strat_,Epi_Dep,up_dept,lw_dpth,Ave_dep,TP_ug,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,I_index,J_Index,I_J_inde_1,Water_Dept,Number_Lay,Sig_layer-K,
61,62,64,stn70_20180523_D_LG,stn70,5/23/2018,20180523,163.80000000000,Unstrat,B2/ Hypo,,2.76000000000,22.78,LOLA/CSMI,8028-7,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8028-7,70,B2/ Hypo,LOLA/CSMI,5/23/2018,163.80000000000,,,,161.80000000000,161.80000000000,161.80000000000,2.76000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,9,
118,122,127,stn70_20180621_D_LG,stn70,6/21/2018,20180621,168.50000000000,Strat,2M-INT,"2, 5.1, 10, 15, 166.5",2.32000000000,23.24,LOLA/CSMI,8068-1,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8068-1,70,2M-INT,LOLA/CSMI,6/21/2018,168.50000000000,,Strat,"2, 5.1, 10, 15, 166.5",2.00000000000,10.00000000000,6.00000000000,2.32000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,1,
119,123,128,stn70_20180621_D_LG,stn70,6/21/2018,20180621,168.50000000000,Strat,40M/ DCL,,1.23000000000,23.11,LOLA/CSMI,8068-5,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8068-5,70,40M/ DCL,LOLA/CSMI,6/21/2018,168.50000000000,,,,15.00000000000,15.00000000000,15.00000000000,1.23000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,1,
120,124,129,stn70_20180621_D_LG,stn70,6/21/2018,20180621,168.50000000000,Strat,B2/ Hypo,,1.23000000000,23.04,LOLA/CSMI,8068-7,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8068-7,70,B2/ Hypo,LOLA/CSMI,6/21/2018,168.50000000000,,,,166.50000000000,166.50000000000,166.50000000000,1.23000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,10,
170,180,189,stn70_20180924_D_LG,stn70,9/24/2018,20180924,165.70000000000,Strat,2M-INT,"2, 5, 9, 15, 163.7",8.70000000000,22.12,LOLA/CSMI,8318-1,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8318-1,70,2M-INT,LOLA/CSMI,9/24/2018,165.70000000000,,Strat,"2, 5, 9, 15, 163.7",2.00000000000,9.00000000000,5.50000000000,8.70000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,1,
171,181,190,stn70_20180924_D_LG,stn70,9/24/2018,20180924,165.70000000000,Strat,40M/ DCL,,5.54000000000,22.55,LOLA/CSMI,8318-5,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8318-5,70,40M/ DCL,LOLA/CSMI,9/24/2018,165.70000000000,,,,15.00000000000,15.00000000000,15.00000000000,5.54000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,1,
172,182,191,stn70_20180924_D_LG,stn70,9/24/2018,20180924,165.70000000000,Strat,B2/ Hypo,,3.35000000000,23.06,LOLA/CSMI,8318-7,,Ontario,188,Station 70,stn70,5,Ontario,2018,CSMI,165.70000000000,43.54150000000,-76.61766700000,,8318-7,70,B2/ Hypo,LOLA/CSMI,9/24/2018,165.70000000000,,,,163.70000000000,163.70000000000,163.70000000000,3.35000000000,12704,7.79700000000e+003,"(226,85)",226,85,-1.79589e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602976,,4.602976,0,,226-85,17.97810000000,226,85,226-85,179.78100000000,10,10,
21,22,24,stn40_20180522_D_LG,stn40,5/22/2018,20180522,181.80000000000,Unstrat,2M-INT,"2, 10, 20.1, 90.8, 179.8",3.37000000000,22.81,LOLA/CSMI,8015-1,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8015-1,40,2M-INT,LOLA/CSMI,5/22/2018,181.80000000000,,Unstrat,"2, 10, 20.1, 90.8, 179.8",2.00000000000,20.10000000000,11.10000000000,3.37000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,1,
22,23,25,stn40_20180522_D_LG,stn40,5/22/2018,20180522,181.80000000000,Unstrat,40M/ DCL,,2.03000000000,22.92,LOLA/CSMI,8015-5,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8015-5,40,40M/ DCL,LOLA/CSMI,5/22/2018,181.80000000000,,,,90.80000000000,90.80000000000,90.80000000000,2.03000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,5,
23,24,26,stn40_20180522_D_LG,stn40,5/22/2018,20180522,181.80000000000,Unstrat,B2/ Hypo,,2.22000000000,22.69,LOLA/CSMI,8015-7,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8015-7,40,B2/ Hypo,LOLA/CSMI,5/22/2018,181.80000000000,,,,179.80000000000,179.80000000000,179.80000000000,2.22000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,10,
83,86,91,stn40_20180620_D_LG,stn40,6/20/2018,20180620,181.70000000000,Strat,2M-INT,"2, 4.9, 11.9, 179.7",3.03000000000,23.69,LOLA/CSMI,8055-1,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8055-1,40,2M-INT,LOLA/CSMI,6/20/2018,181.70000000000,,Strat,"2, 4.9, 11.9, 179.7",2.00000000000,4.90000000000,3.50000000000,3.03000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,1,
84,87,92,stn40_20180620_D_LG,stn40,6/20/2018,20180620,181.70000000000,Strat,40M/ DCL,,2.19000000000,23.13,LOLA/CSMI,8055-5,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8055-5,40,40M/ DCL,LOLA/CSMI,6/20/2018,181.70000000000,,,,11.90000000000,11.90000000000,11.90000000000,2.19000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,1,
85,88,93,stn40_20180620_D_LG,stn40,6/20/2018,20180620,181.70000000000,Strat,B2/ Hypo,,0.61000000000,23.2,LOLA/CSMI,8055-7,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8055-7,40,B2/ Hypo,LOLA/CSMI,6/20/2018,181.70000000000,,,,179.70000000000,179.70000000000,179.70000000000,0.61000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,10,
156,166,175,stn40_20180927_D_LG,stn40,9/27/2018,20180927,180.00000000000,Strat,2M-INT,"2, 5, 8, 18, 178",2.78000000000,22.56,LOLA/CSMI,8305-1,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8305-1,40,2M-INT,LOLA/CSMI,9/27/2018,180.00000000000,,Strat,"2, 5, 8, 18, 178",2.00000000000,8.00000000000,5.00000000000,2.78000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,1,
157,167,176,stn40_20180927_D_LG,stn40,9/27/2018,20180927,180.00000000000,Strat,40M/ DCL,,3.04000000000,23.15,LOLA/CSMI,8305-5,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8305-5,40,40M/ DCL,LOLA/CSMI,9/27/2018,180.00000000000,,,,18.00000000000,18.00000000000,18.00000000000,3.04000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,1,
158,168,177,stn40_20180927_D_LG,stn40,9/27/2018,20180927,180.00000000000,Strat,B2/ Hypo,,10.00000000000,22.74,LOLA/CSMI,8305-7,,Ontario,152,Station 40,stn40,3,Ontario,2018,CSMI,190.00000000000,43.59030000000,-78.01170000000,,8305-7,40,B2/ Hypo,LOLA/CSMI,9/27/2018,180.00000000000,,,,178.00000000000,178.00000000000,178.00000000000,10.00000000000,6564,7.71700000000e+003,"(146,85)",146,85,-1.83992e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.695895,,4.695895,0,,146-85,18.41840000000,146,85,146-85,184.18400000000,10,10,
148,156,164,stn8_20180725_D_LEII,stn8,7/25/2018,20180725,16.00000000000,no data,2M-INT,"2, 6, 14",9.69000000000,26.94,LOLA/CSMI,8172-1,,Ontario,203,Station 8,stn8,1,Ontario,2018,CSMI,15.60000000000,43.62310000000,-79.45280000000,,8172-1,0,2M-INT,LOLA/CSMI,7/25/2018,16.00000000000,,no data,"2, 6, 14",2.00000000000,6.00000000000,4.00000000000,9.69000000000,1220,1.19820000000e+004,"(56,105)",56,105,-1.49503e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.18892,,6.188920,0,,56-105,1.51420000000,56,105,56-105,15.14200000000,10,3,
149,157,165,stn8_20180725_D_LEII,stn8,7/25/2018,20180725,16.00000000000,no data,B2/ Hypo,,6.03000000000,23.7,LOLA/CSMI,8172-7,,Ontario,203,Station 8,stn8,1,Ontario,2018,CSMI,15.60000000000,43.62310000000,-79.45280000000,,8172-7,0,B2/ Hypo,LOLA/CSMI,7/25/2018,16.00000000000,,,,14.00000000000,14.00000000000,14.00000000000,6.03000000000,1220,1.19820000000e+004,"(56,105)",56,105,-1.49503e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.18892,,6.188920,0,,56-105,1.51420000000,56,105,56-105,15.14200000000,10,10,
35,36,38,stn716_20180524_D_LG,stn716,5/24/2018,20180524,148.60000000000,Unstrat,2M-INT,"2, 10, 20, 74.3, 146.6",2.60000000000,no samp,LOLA/CSMI,8020-1,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8020-1,716,2M-INT,LOLA/CSMI,5/24/2018,148.60000000000,,Unstrat,"2, 10, 20, 74.3, 146.6",2.00000000000,20.00000000000,11.00000000000,2.60000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,1,
36,37,39,stn716_20180524_D_LG,stn716,5/24/2018,20180524,148.60000000000,Unstrat,40M/ DCL,,3.32000000000,23.14,LOLA/CSMI,8020-5,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8020-5,716,40M/ DCL,LOLA/CSMI,5/24/2018,148.60000000000,,,,74.30000000000,74.30000000000,74.30000000000,3.32000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,5,
37,38,40,stn716_20180524_D_LG,stn716,5/24/2018,20180524,148.60000000000,Unstrat,B2/ Hypo,,4.26000000000,22.82,LOLA/CSMI,8020-7,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8020-7,716,B2/ Hypo,LOLA/CSMI,5/24/2018,148.60000000000,,,,146.60000000000,146.60000000000,146.60000000000,4.26000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,10,
95,99,104,stn716_20180622_D_LG,stn716,6/22/2018,20180622,147.50000000000,Strat,2M-INT,"2, 6, 15, 145.5",6.80000000000,23.15,LOLA/CSMI,8060-1,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8060-1,716,2M-INT,LOLA/CSMI,6/22/2018,147.50000000000,,Strat,"2, 6, 15, 145.5",2.00000000000,6.00000000000,4.00000000000,6.80000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,1,
96,100,105,stn716_20180622_D_LG,stn716,6/22/2018,20180622,147.50000000000,Strat,40M/ DCL,,6.52000000000,23.18,LOLA/CSMI,8060-5,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8060-5,716,40M/ DCL,LOLA/CSMI,6/22/2018,147.50000000000,,,,15.00000000000,15.00000000000,15.00000000000,6.52000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,1,
97,101,106,stn716_20180622_D_LG,stn716,6/22/2018,20180622,147.50000000000,Strat,B2/ Hypo,,5.67000000000,22.7,LOLA/CSMI,8060-7,,Ontario,192,Station 716,stn716,4,Ontario,2018,CSMI,151.00000000000,43.59720000000,-77.44000000000,,8060-7,716,B2/ Hypo,LOLA/CSMI,6/22/2018,147.50000000000,,,,145.50000000000,145.50000000000,145.50000000000,5.67000000000,9322,8.67900000000e+003,"(179,89)",179,89,-1.52685e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.841982,,4.841982,0,,179-89,15.28770000000,179,89,179-89,152.87700000000,10,10,
56,57,59,stn69_20180523_N_LG,stn69,5/23/2018,20180523,191.30000000000,Unstrat,2M-INT,"2, 10, 20, 95.5, 189.3",3.69000000000,22.68,LOLA/CSMI,8027-1,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8027-1,69,2M-INT,LOLA/CSMI,5/23/2018,191.30000000000,,Unstrat,"2, 10, 20, 95.5, 189.3",2.00000000000,20.00000000000,11.00000000000,3.69000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,1,
57,58,60,stn69_20180523_N_LG,stn69,5/23/2018,20180523,191.30000000000,Unstrat,40M/ DCL,,3.91000000000,22.44,LOLA/CSMI,8027-5,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8027-5,69,40M/ DCL,LOLA/CSMI,5/23/2018,191.30000000000,,,,95.50000000000,95.50000000000,95.50000000000,3.91000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,5,
58,59,61,stn69_20180523_N_LG,stn69,5/23/2018,20180523,191.30000000000,Unstrat,B2/ Hypo,,3.72000000000,22.67,LOLA/CSMI,8027-7,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8027-7,69,B2/ Hypo,LOLA/CSMI,5/23/2018,191.30000000000,,,,189.30000000000,189.30000000000,189.30000000000,3.72000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,10,
115,119,124,stn69_20180621_N_LG,stn69,6/21/2018,20180621,192.10000000000,Strat,2M-INT,"2.1, 4.9, 8, 11.1, 190.1",4.66000000000,23.2,LOLA/CSMI,8067-1,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8067-1,69,2M-INT,LOLA/CSMI,6/21/2018,192.10000000000,,Strat,"2.1, 4.9, 8, 11.1, 190.1",2.00000000000,4.90000000000,3.50000000000,4.66000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,1,
116,120,125,stn69_20180621_N_LG,stn69,6/21/2018,20180621,192.10000000000,Strat,40M/ DCL,,5.32000000000,22.23,LOLA/CSMI,8067-5,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8067-5,69,40M/ DCL,LOLA/CSMI,6/21/2018,192.10000000000,,,,11.10000000000,11.10000000000,11.10000000000,5.32000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,1,
117,121,126,stn69_20180621_N_LG,stn69,6/21/2018,20180621,192.10000000000,Strat,B2/ Hypo,,2.01000000000,23.1,LOLA/CSMI,8067-7,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8067-7,69,B2/ Hypo,LOLA/CSMI,6/21/2018,192.10000000000,,,,190.10000000000,190.10000000000,190.10000000000,2.01000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,10,
167,177,186,stn69_20180924_D_LG,stn69,9/24/2018,20180924,183.80000000000,Strat,2M-INT,"2, 5, 9, 19, 40, 181.8",6.58000000000,22.45,LOLA/CSMI,8317-1,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8317-1,69,2M-INT,LOLA/CSMI,9/24/2018,183.80000000000,,Strat,"2, 5, 9,40, 181.8",2.00000000000,9.00000000000,5.50000000000,6.58000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,1,
168,178,187,stn69_20180924_D_LG,stn69,9/24/2018,20180924,183.80000000000,Strat,40M/ DCL,,2.89000000000,22.69,LOLA/CSMI,8317-5,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8317-5,69,40M/ DCL,LOLA/CSMI,9/24/2018,183.80000000000,,,,40.00000000000,40.00000000000,40.00000000000,2.89000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,3,
169,179,188,stn69_20180924_D_LG,stn69,9/24/2018,20180924,183.80000000000,Strat,B2/ Hypo,,5.18000000000,22.66,LOLA/CSMI,8317-7,,Ontario,185,Station 69,stn69,5,Ontario,2018,CSMI,15.80000000000,43.60530000000,-76.71470000000,,8317-7,69,B2/ Hypo,LOLA/CSMI,9/24/2018,183.80000000000,,,,181.80000000000,181.80000000000,181.80000000000,5.18000000000,12504,8.72200000000e+003,"(222,89)",222,89,-1.95876e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.680252,,4.680252,0,,222-89,19.60680000000,222,89,222-89,196.06800000000,10,10,
53,54,56,stn715_20180522_N_LG,stn715,5/22/2018,20180522,152.70000000000,Unstrat,2M-INT,"2, 10, 20, 76.4, 150.7",2.79000000000,22.75,LOLA/CSMI,8026-1,,Ontario,191,Station 715,stn715,5,Ontario,2018,CSMI,151.00000000000,43.63560000000,-76.96940000000,,8026-1,715,2M-INT,LOLA/CSMI,5/22/2018,152.70000000000,,Unstrat,"2, 10, 20, 76.4, 150.7",2.00000000000,20.00000000000,11.00000000000,2.79000000000,11739,9.63400000000e+003,"(209,93)",209,93,-1.49662e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.836807,,4.836807,0,,209-93,14.98540000000,209,93,209-93,149.85400000000,10,1,
