FID_USGSCl,STIS_depth,Event_Code,Station_Co,Latitude,Longitude,Collection,Collecti_1,LAKE,SampleDept,RESEARCH_P,Site_Depth,Strat_Unst,Depths_m,NH4_ug_NL,Nox_ug_NL,SRP_ug_PL,TN_ug_NL,TP_ug_PL,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,Area_ha,Num_layers,Wat_depth,sigma_Layer
7,,USGSOOL10_20180522_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,5/22/2018,20180522,Ontario,,USGS-Cladophora,10,,9.90000000000,54.9,264,,533,5,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,9
26,,USGSOOL10_20180620_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,6/20/2018,20180620,Ontario,,USGS-Cladophora,10,,1.00000000000,11.7,166,,373,BDL,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,1
27,,USGSOOL10_20180620_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,6/20/2018,20180620,Ontario,,USGS-Cladophora,10,,9.90000000000,15.4,162,,352,6,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,9
50,,USGSOOL10_20180724_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,7/24/2018,20180724,Ontario,,USGS-Cladophora,10,,1.00000000000,13.1,132,,348,6,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,1
51,,USGSOOL10_20180724_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,7/24/2018,20180724,Ontario,,USGS-Cladophora,10,,9.90000000000,21.6,160,,378,9,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,9
74,,USGSOOL10_20180820_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,8/20/2018,20180820,Ontario,,USGS-Cladophora,10,,1.00000000000,22.3,199,,410,9,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,1
75,,USGSOOL10_20180820_D_USGS,USGSOOL10,43.34160000000,-78.77143000000,8/20/2018,20180820,Ontario,,USGS-Cladophora,10,,9.90000000000,105,311,,668,5,3351,2.56200000000e+003,"(93,58)",93,58,-1.09821e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.893634,,4.893634,0,,93-58,1.11740000000,13.91264030600,10,11.17400000000,9
8,,USGSOOL18_20180522_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,5/22/2018,20180522,Ontario,,USGS-Cladophora,18,,1.00000000000,23,238,,417,5,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,1
9,,USGSOOL18_20180522_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,5/22/2018,20180522,Ontario,,USGS-Cladophora,18,,17.90000000000,48.1,275,,528,9,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,10
28,,USGSOOL18_20180620_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,6/20/2018,20180620,Ontario,,USGS-Cladophora,18,,1.00000000000,BDL,167,,350,BDL,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,1
29,,USGSOOL18_20180620_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,6/20/2018,20180620,Ontario,,USGS-Cladophora,18,,17.90000000000,33.9,298,,688,90,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,10
52,,USGSOOL18_20180724_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,7/24/2018,20180724,Ontario,,USGS-Cladophora,18,,1.00000000000,14.1,127,,331,5,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,1
53,,USGSOOL18_20180724_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,7/24/2018,20180724,Ontario,,USGS-Cladophora,18,,17.90000000000,19,169,,385,11,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,10
76,,USGSOOL18_20180820_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,8/20/2018,20180820,Ontario,,USGS-Cladophora,18,,1.00000000000,37.2,227,,550,11,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,1
77,,USGSOOL18_20180820_D_USGS,USGSOOL18,43.34637000000,-78.77223000000,8/20/2018,20180820,Ontario,,USGS-Cladophora,18,,17.90000000000,86,336,,669,6,3355,3.24200000000e+003,"(93,62)",93,62,-1.73214e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.911622,,5.911622,0,,93-62,1.75130000000,13.99576846040,10,17.51300000000,10
16,,USGSOSI18_20180524_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,18,,1.00000000000,BDL,319,,460,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
17,,USGSOSI18_20180524_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,18,,17.90000000000,69,338,,607,9,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,10
36,,USGSOSI18_20180622_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,18,,1.00000000000,12.1,219,,390,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
37,,USGSOSI18_20180622_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,18,,17.90000000000,164,230,,835,8,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,10
60,,USGSOSI18_20180727_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,7/27/2018,20180727,Ontario,,USGS-Cladophora,18,,1.00000000000,12.3,136,,320,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
61,,USGSOSI18_20180727_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,7/27/2018,20180727,Ontario,,USGS-Cladophora,18,,17.90000000000,41.8,340,,539,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,10
84,,USGSOSI18_20180823_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,18,,1.00000000000,15.8,97,,322,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
85,,USGSOSI18_20180823_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,18,,17.90000000000,116,334,,643,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,10
104,,USGSOSI18_20180917_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,18,,1.00000000000,BDL,102,,302,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
105,,USGSOSI18_20180917_D_USGS,USGSOSI18,43.91497000000,-76.29276000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,18,,17.90000000000,50.9,294,,545,9,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,10
10,,USGSOSI3_20180524_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,3,,1.00000000000,BDL,304,,444,5,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
11,,USGSOSI3_20180524_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,3,,2.90000000000,17.5,294,,889,47,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
30,,USGSOSI3_20180622_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,3,,1.00000000000,17,212,,416,5,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
31,,USGSOSI3_20180622_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,3,,2.90000000000,41.5,206,,483,7,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
54,,USGSOSI3_20180727_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,7/27/2018,20180727,Ontario,,USGS-Cladophora,3,,1.00000000000,10.8,121,,301,6,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
55,,USGSOSI3_20180727_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,7/27/2018,20180727,Ontario,,USGS-Cladophora,3,,2.90000000000,14.3,122,,310,5,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
78,,USGSOSI3_20180823_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,3,,1.00000000000,20.5,97,,311,5,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
79,,USGSOSI3_20180823_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,3,,2.90000000000,28.1,92,,353,37,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
98,,USGSOSI3_20180917_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,3,,1.00000000000,14.2,99,,299,8,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
99,,USGSOSI3_20180917_D_USGS,USGSOSI3,43.91582000000,-76.30345000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,3,,2.90000000000,17.4,114,,318,6,-1,,,0,0,,0,0,,0,,,,,,0,,,0.00000000000,0.00000000000,0,0.00000000000,#DIV/0!
12,,USGSOSI6_20180524_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,6,,1.00000000000,BDL,306,,444,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
13,,USGSOSI6_20180524_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,6,,5.90000000000,23.8,304,,502,10,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,4
32,,USGSOSI6_20180621_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,6/21/2018,20180621,Ontario,,USGS-Cladophora,6,,1.00000000000,13.8,211,,424,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
33,,USGSOSI6_20180621_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,6/21/2018,20180621,Ontario,,USGS-Cladophora,6,,5.90000000000,107,212,,582,7,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,4
56,,USGSOSI6_20180726_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,7/26/2018,20180726,Ontario,,USGS-Cladophora,6,,1.00000000000,11.1,125,,325,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
57,,USGSOSI6_20180726_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,7/26/2018,20180726,Ontario,,USGS-Cladophora,6,,5.90000000000,12.7,117,,328,8,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,4
80,,USGSOSI6_20180823_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,6,,1.00000000000,13.3,96,,313,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
81,,USGSOSI6_20180823_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,6,,5.90000000000,53.4,92,,417,19,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,4
100,,USGSOSI6_20180918_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,9/18/2018,20180918,Ontario,,USGS-Cladophora,6,,1.00000000000,12.9,110,,317,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
101,,USGSOSI6_20180918_D_USGS,USGSOSI6,43.91617000000,-76.30235000000,9/18/2018,20180918,Ontario,,USGS-Cladophora,6,,5.90000000000,16.9,150,,403,13,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,4
14,,USGSOSI10_20180524_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,10,,1.00000000000,BDL,311,,466,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
15,,USGSOSI10_20180524_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,5/24/2018,20180524,Ontario,,USGS-Cladophora,10,,9.90000000000,65,332,,579,4,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,6
34,,USGSOSI10_20180622_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,10,,1.00000000000,15.6,218,,415,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
35,,USGSOSI10_20180622_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,6/22/2018,20180622,Ontario,,USGS-Cladophora,10,,9.90000000000,121,216,,694,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,6
58,,USGSOSI10_20180726_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,7/26/2018,20180726,Ontario,,USGS-Cladophora,10,,1.00000000000,12.9,128,,307,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
59,,USGSOSI10_20180726_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,7/26/2018,20180726,Ontario,,USGS-Cladophora,10,,9.90000000000,12.8,139,,351,7,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,6
82,,USGSOSI10_20180823_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,10,,1.00000000000,13.1,98,,307,5,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
83,,USGSOSI10_20180823_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,8/23/2018,20180823,Ontario,,USGS-Cladophora,10,,9.90000000000,141,101,,560,6,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,6
102,,USGSOSI10_20180917_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,10,,1.00000000000,11.8,93,,303,9,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,1
103,,USGSOSI10_20180917_D_USGS,USGSOSI10,43.91615000000,-76.29678000000,9/17/2018,20180917,Ontario,,USGS-Cladophora,10,,9.90000000000,39.3,247,,487,8,13660,1.25110000000e+004,"(246,107)",246,107,-1.71024e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,6.668879,,6.668879,0,,246-107,1.72940000000,327.57742633900,10,17.29400000000,6
