"OBJECTID","FID_Ont1_glider_surf","Var1","latval","lonval","directval","speedval","Date","FID_EFDC","GRIDNO","IJ_VALUE","I_Value","J_Value","BedElev","I_Parent","J_Parent","Area","Mask","WSElev","ZRough","Sim_Result","Sim_Dir","Map_Value","Dry_Flag","Grid_Label","I_J_index","sig_thick","Area_ha","Num_layers","Wat_depth","Compar_AOI","ComparZone","Lat","Long","JulianDate","Modeled_Velocity","Modeled_Direction"
180,229,"12-Jun-2018 00:53:19",43.5085333333333,-78.7705333333333,102,0.08,"6/12/2018 0:53:19",3616,7209,"(97,83)",97,83,-149.283,0,0,0,0,0.192,0.001,4.72203,NA,4.72203,0,NA,"97-83",14.9475,162.371351881,10,149.475,"yes","Offshore zone",43.5065892561,-78.7742709851,1528764799,0.0332159324920169,339.365291961158
181,122,"01-Jun-2018 11:48:42",43.5089,-78.1361833333333,105,0.04,"6/1/2018 11:48:42",6135,6391,"(139,79)",139,79,-167.921,0,0,0,0,0.192,0.001,4.599877,NA,4.599877,0,NA,"139-79",16.8113,199.532185802,10,168.113,"yes","Offshore zone",43.5075159903,-78.1351827864,1527853722,0.0161946472165633,2.63191242434854
182,115,"31-May-2018 23:42:20",43.51385,-78.1304666666667,327,0.03,"5/31/2018 23:42:20",6135,6391,"(139,79)",139,79,-167.921,0,0,0,0,0.192,0.001,4.599877,NA,4.599877,0,NA,"139-79",16.8113,199.532185802,10,168.113,"yes","Offshore zone",43.5075159903,-78.1351827864,1527810140,0.0173775157387241,1.91970101053074
183,37,"26-May-2018 10:42:31",43.51395,-78.8485666666667,320,0.03,"5/26/2018 10:42:31",3317,7663,"(92,85)",92,85,-143.043,0,0,0,0,0.192,0.001,4.829825,NA,4.829825,0,NA,"92-85",14.3235,168.419526139,10,143.235,"yes"," ",43.5149431479,-78.8550239246,1527331351,0.0283380349731968,159.946527307375
184,38,"26-May-2018 10:49:02",43.5140333333333,-78.8486,320,0.03,"5/26/2018 10:49:02",3317,7663,"(92,85)",92,85,-143.043,0,0,0,0,0.192,0.001,4.829825,NA,4.829825,0,NA,"92-85",14.3235,168.419526139,10,143.235,"yes"," ",43.5149431479,-78.8550239246,1527331742,0.0283380349731968,159.946527307375
185,82,"29-May-2018 13:36:42",43.51435,-78.5143,85,0.04,"5/29/2018 13:36:42",4694,6785,"(115,81)",115,81,-168.111,0,0,0,0,0.192,0.001,4.664577,NA,4.664577,0,NA,"115-81",16.8303,157.842458961,10,168.303,"yes","Offshore zone",43.5192232597,-78.5125207085,1527601002,0.012525711674892,341.384237276039
186,192,"06-Jun-2018 17:20:25",43.5168,-77.34935,267,0.01,"6/6/2018 17:20:25",9918,7525,"(185,84)",185,84,-181.468,0,0,0,0,0.192,0.001,4.673693,NA,4.673693,0,NA,"185-84",18.166,203.716553629,10,181.66,"no"," ",43.5229105364,-77.3492880975,1528305625,0.016995631866176,212.28895718537
187,148,"03-Jun-2018 09:38:13",43.51695,-77.8122166666667,347,0.01,"6/3/2018 9:38:13",7319,6828,"(158,81)",158,81,-164.575,0,0,0,0,0.192,0.001,4.835271,NA,4.835271,0,NA,"158-81",16.4767,211.416880985,10,164.767,"yes","Offshore zone",43.5163473328,-77.8082227368,1528018693,0.0122465091150145,352.29900805476
188,228,"11-Jun-2018 23:44:59",43.52005,-78.7763,88,0.07,"6/11/2018 23:44:59",3617,7437,"(97,84)",97,84,-148.887,0,0,0,0,0.192,0.001,4.815742,NA,4.815742,0,NA,"97-84",14.9079,163.564256371,10,149.079,"yes","Offshore zone",43.5184711747,-78.7786480003,1528760699,0.0333135838640698,337.06605026832
189,191,"06-Jun-2018 15:43:12",43.5212166666667,-77.3683166666667,282,0.03,"6/6/2018 15:43:12",9821,7524,"(184,84)",184,84,-177.665,0,0,0,0,0.192,0.001,4.804883,NA,4.804883,0,NA,"184-84",17.7857,205.389338703,10,177.857,"no"," ",43.5238142911,-77.3656460806,1528299792,0.0160359014411681,212.526643232578
190,193,"06-Jun-2018 18:50:30",43.5220333333333,-77.3704,310,0.02,"6/6/2018 18:50:30",9821,7524,"(184,84)",184,84,-177.665,0,0,0,0,0.192,0.001,4.804883,NA,4.804883,0,NA,"184-84",17.7857,205.389338703,10,177.857,"no"," ",43.5238142911,-77.3656460806,1528311030,0.0163021834100332,215.729198618063
191,78,"29-May-2018 07:31:50",43.5242,-78.5189,46,0.03,"5/29/2018 7:31:50",4694,6785,"(115,81)",115,81,-168.111,0,0,0,0,0.192,0.001,4.664577,NA,4.664577,0,NA,"115-81",16.8303,157.842458961,10,168.303,"yes","Offshore zone",43.5192232597,-78.5125207085,1527579110,0.0113666289585655,335.680895510585
192,155,"03-Jun-2018 21:37:31",43.52585,-77.7997833333333,8,0.02,"6/3/2018 21:37:31",7320,7046,"(158,82)",158,82,-161.264,0,0,0,0,0.192,0.001,4.610814,NA,4.610814,0,NA,"158-82",16.1456,212.150266332,10,161.456,"yes"," ",43.5300105469,-77.8063872518,1528061851,0.00984246973670377,340.409726719807
193,194,"06-Jun-2018 19:56:30",43.52585,-77.3841,31,0.01,"6/6/2018 19:56:30",9721,7523,"(183,84)",183,84,-177.479,0,0,0,0,0.192,0.001,4.662712,NA,4.662712,0,NA,"183-84",17.7671,205.06494424,10,177.671,"no"," ",43.5247713559,-77.3820794624,1528314990,0.0149511375118574,216.867155340686
194,227,"11-Jun-2018 20:39:50",43.5264,-78.7458,74,0.06,"6/11/2018 20:39:50",3739,7439,"(99,84)",99,84,-152.722,0,0,0,0,0.192,0.001,4.791488,NA,4.791488,0,NA,"99-84",15.2914,163.677300443,10,152.914,"yes","Offshore zone",43.5240560247,-78.7500551818,1528749590,0.0323723704924398,340.847516161131
195,121,"01-Jun-2018 09:49:32",43.52955,-78.1363333333333,87,0.04,"6/1/2018 9:49:32",6137,6809,"(139,81)",139,81,-176.289,0,0,0,0,0.192,0.001,4.628632,NA,4.628632,0,NA,"139-81",17.6481,205.565223449,10,176.481,"yes"," ",43.5336442287,-78.1347637582,1527846572,0.013646356955502,2.92135848383873
196,226,"11-Jun-2018 16:40:12",43.5316166666667,-78.7018666666667,60,0.06,"6/11/2018 16:40:12",3920,7442,"(102,84)",102,84,-155.935,0,0,0,0,0.192,0.001,4.831049,NA,4.831049,0,NA,"102-84",15.6127,162.73983089,10,156.127,"yes"," ",43.5319036405,-78.7071188212,1528735212,0.0292481133774911,344.841477498
197,81,"29-May-2018 11:45:27",43.5329,-78.5173833333333,76,0.04,"5/29/2018 11:45:27",4695,7003,"(115,82)",115,82,-168.889,0,0,0,0,0.192,0.001,4.787794,NA,4.787794,0,NA,"115-82",16.9081,159.28866797,10,169.081,"yes"," ",43.5313911444,-78.5147708404,1527594327,0.0130373254155819,340.43920209504
198,225,"11-Jun-2018 12:41:15",43.5353666666667,-78.6536,59,0.05,"6/11/2018 12:41:15",4162,7446,"(106,84)",106,84,-161.702,0,0,0,0,0.192,0.001,4.72571,NA,4.72571,0,NA,"106-84",16.1894,161.929234901,10,161.894,"yes"," ",43.5410734933,-78.6497155889,1528720875,0.0237619779567207,345.198815126146
199,116,"01-Jun-2018 01:44:47",43.5358333333333,-78.13235,351,0.03,"6/1/2018 1:44:47",6137,6809,"(139,81)",139,81,-176.289,0,0,0,0,0.192,0.001,4.628632,NA,4.628632,0,NA,"139-81",17.6481,205.565223449,10,176.481,"yes"," ",43.5336442287,-78.1347637582,1527817487,0.0144693364966269,0.377250186044947
200,149,"03-Jun-2018 11:38:06",43.5362666666667,-77.8039333333333,355,0.01,"6/3/2018 11:38:06",7320,7046,"(158,82)",158,82,-161.264,0,0,0,0,0.192,0.001,4.610814,NA,4.610814,0,NA,"158-82",16.1456,212.150266332,10,161.456,"yes"," ",43.5300105469,-77.8063872518,1528025886,0.0103990730151935,334.628304286735
201,224,"11-Jun-2018 08:49:05",43.5389166666667,-78.60575,66,0.04,"6/11/2018 8:49:05",4340,7221,"(109,83)",109,83,-165.242,0,0,0,0,0.192,0.001,4.693,NA,4.693,0,NA,"109-83",16.5434,160.161156363,10,165.434,"yes"," ",43.5349160098,-78.6034700528,1528706945,0.0218688377351363,345.17702135031
202,195,"06-Jun-2018 23:57:46",43.54165,-77.4400333333333,16,0.01,"6/6/2018 23:57:46",9318,7750,"(179,85)",179,85,-172.327,0,0,0,0,0.192,0.001,4.721308,NA,4.721308,0,NA,"179-85",17.2519,203.517760047,10,172.519,"yes"," ",43.5423361434,-77.4463335465,1528329466,0.0112713087430457,194.88314502528
203,154,"03-Jun-2018 19:46:33",43.54375,-77.7934833333333,12,0.02,"6/3/2018 19:46:33",7389,7271,"(159,83)",159,83,-159.389,0,0,0,0,0.192,0.001,4.646459,NA,4.646459,0,NA,"159-83",15.9581,212.495364817,10,159.581,"yes"," ",43.5419899396,-77.7874398084,1528055193,0.0103596672215872,312.308685903477
204,223,"11-Jun-2018 04:49:15",43.5451333333333,-78.5559166666667,60,0.04,"6/11/2018 4:49:15",4517,7224,"(112,83)",112,83,-169.515,0,0,0,0,0.192,0.001,4.775045,NA,4.775045,0,NA,"112-83",16.9707,160.128701514,10,169.707,"yes"," ",43.5397548105,-78.5604151475,1528692555,0.0198865277694628,347.962829144489
205,79,"29-May-2018 09:38:01",43.54615,-78.5201833333333,54,0.03,"5/29/2018 9:38:01",4696,7227,"(115,83)",115,83,-172.395,0,0,0,0,0.192,0.001,4.735156,NA,4.735156,0,NA,"115-83",17.2587,160.734876979,10,172.587,"yes"," ",43.5435589846,-78.5170217688,1527586681,0.0146088974514671,343.22322110474
206,80,"29-May-2018 10:13:22",43.54895,-78.5203666666667,54,0.05,"5/29/2018 10:13:22",4696,7227,"(115,83)",115,83,-172.395,0,0,0,0,0.192,0.001,4.735156,NA,4.735156,0,NA,"115-83",17.2587,160.734876979,10,172.587,"yes"," ",43.5435589846,-78.5170217688,1527588802,0.0146088974514671,343.22322110474
207,222,"11-Jun-2018 01:54:21",43.5494833333333,-78.52075,58,0.05,"6/11/2018 1:54:21",4697,7455,"(115,84)",115,84,-172.498,0,0,0,0,0.192,0.001,4.761357,NA,4.761357,0,NA,"115-84",17.269,162.181085987,10,172.69,"yes"," ",43.5557267801,-78.5192734943,1528682061,0.0166695229331419,352.060795038098
208,120,"01-Jun-2018 07:47:10",43.5499833333333,-78.1340833333333,99,0.07,"6/1/2018 7:47:10",6138,7027,"(139,82)",139,82,-182.431,0,0,0,0,0.192,0.001,4.635062,NA,4.635062,0,NA,"139-82",18.2623,206.567274197,10,182.623,"yes"," ",43.5469144807,-78.1345922338,1527839230,0.013925400458382,3.35027424379189
209,221,"11-Jun-2018 00:39:00",43.55045,-78.5085,25,0.03,"6/11/2018 0:39:00",4757,7456,"(116,84)",116,84,-173.961,0,0,0,0,0.192,0.001,4.755651,NA,4.755651,0,NA,"116-84",17.4153,162.223968875,10,174.153,"yes"," ",43.5569373385,-78.5046533026,1528677540,0.0162570483641659,354.26348831946
210,220,"10-Jun-2018 20:47:25",43.5534666666667,-78.4608666666667,25,0.03,"6/10/2018 20:47:25",4935,7459,"(119,84)",119,84,-174.215,0,0,0,0,0.192,0.001,4.753294,NA,4.753294,0,NA,"119-84",17.4407,163.802795994,10,174.407,"yes"," ",43.5596414733,-78.4603071114,1528663645,0.0138278321612742,358.466082656747
211,150,"03-Jun-2018 13:35:32",43.5548666666667,-77.7950666666667,354,0.01,"6/3/2018 13:35:32",7322,7498,"(158,84)",158,84,-153.673,0,0,0,0,0.192,0.001,4.677972,NA,4.677972,0,NA,"158-84",15.3865,213.617037025,10,153.865,"yes"," ",43.5573367265,-77.8027132527,1528032932,0.0103650968326425,337.151500080584
212,117,"01-Jun-2018 03:43:52",43.5565,-78.1375,340,0.02,"6/1/2018 3:43:52",6139,7251,"(139,83)",139,83,-188.939,0,0,0,0,0.192,0.001,4.688984,NA,4.688984,0,NA,"139-83",18.9131,207.569324945,10,189.131,"yes"," ",43.5601847032,-78.1344204809,1527824632,0.0143050857640768,3.90331850696804
213,219,"10-Jun-2018 16:46:06",43.5565833333333,-78.4071166666667,20,0.03,"6/10/2018 16:46:06",5174,7463,"(123,84)",123,84,-174.349,0,0,0,0,0.192,0.001,4.688492,NA,4.688492,0,NA,"123-84",17.4541,165.695745739,10,174.541,"yes"," ",43.5622473457,-78.4005666945,1528649166,0.0102669074791462,359.323862548368
214,196,"07-Jun-2018 04:05:10",43.5592666666667,-77.4976666666667,8,0.02,"6/7/2018 4:05:10",9003,7978,"(176,86)",176,86,-167.746,0,0,0,0,0.192,0.001,4.700182,NA,4.700182,0,NA,"176-86",16.7938,202.873365274,10,167.938,"yes"," ",43.5588315339,-77.4939678898,1528344310,0.0153440055563433,167.143049102087
215,218,"10-Jun-2018 12:41:16",43.56045,-78.35245,19,0.03,"6/10/2018 12:41:16",5355,7466,"(126,84)",126,84,-178.396,0,0,0,0,0.192,0.001,4.699373,NA,4.699373,0,NA,"126-84",17.8588,171.214315934,10,178.588,"yes"," ",43.5652144985,-78.3549125971,1528634476,0.00800969400632447,356.495944188168
216,153,"03-Jun-2018 17:36:02",43.5631833333333,-77.7874166666667,7,0.03,"6/3/2018 17:36:02",7391,7730,"(159,85)",159,85,-150.993,0,0,0,0,0.192,0.001,4.648478,NA,4.648478,0,NA,"159-85",15.1185,216.939781902,10,151.185,"yes"," ",43.5693440742,-77.7835823926,1528047362,0.0101735955113741,323.429268202468
217,217,"10-Jun-2018 08:40:20",43.5651833333333,-78.2980833333333,17,0.03,"6/10/2018 8:40:20",5599,7470,"(130,84)",130,84,-181.678,0,0,0,0,0.192,0.001,4.721517,NA,4.721517,0,NA,"130-84",18.187,192.745044707,10,181.87,"yes"," ",43.5696933909,-78.2905246418,1528620020,0.00510621009465104,4.22955680073561
218,216,"10-Jun-2018 00:50:27",43.5692666666667,-78.1880333333333,30,0.02,"6/10/2018 0:50:27",5962,7476,"(136,84)",136,84,-184.913,0,0,0,0,0.192,0.001,4.697049,NA,4.697049,0,NA,"136-84",18.5105,203.771500369,10,185.105,"yes"," ",43.5727995096,-78.1867005229,1528591827,0.00380093758274053,14.6113440657743
219,214,"09-Jun-2018 20:39:35",43.5700833333333,-78.13185,21,0.03,"6/9/2018 20:39:35",6140,7479,"(139,84)",139,84,-186.726,0,0,0,0,0.192,0.001,4.712934,NA,4.712934,0,NA,"139-84",18.6918,208.571375694,10,186.918,"yes"," ",43.5734548963,-78.1342484993,1528576775,0.0041346751732541,9.85017987133119
220,215,"09-Jun-2018 21:45:41",43.5712,-78.14515,63,0.01,"6/9/2018 21:45:41",6080,7478,"(138,84)",138,84,-185.934,0,0,0,0,0.192,0.001,4.715972,NA,4.715972,0,NA,"138-84",18.6126,207.514912504,10,186.126,"yes"," ",43.5732873304,-78.1517542928,1528580741,0.00395474696262891,12.5709198209328
221,119,"01-Jun-2018 05:40:20",43.5715333333333,-78.1422333333333,344,0.02,"6/1/2018 5:40:20",6140,7479,"(139,84)",139,84,-186.726,0,0,0,0,0.192,0.001,4.712934,NA,4.712934,0,NA,"139-84",18.6918,208.571375694,10,186.918,"yes"," ",43.5734548963,-78.1342484993,1527831620,0.0119058865794336,5.66744305379315
222,118,"01-Jun-2018 05:36:20",43.5716166666667,-78.1423833333333,346,0.02,"6/1/2018 5:36:20",6140,7479,"(139,84)",139,84,-186.726,0,0,0,0,0.192,0.001,4.712934,NA,4.712934,0,NA,"139-84",18.6918,208.571375694,10,186.918,"yes"," ",43.5734548963,-78.1342484993,1527831380,0.0119058865794336,5.66744305379315
223,213,"09-Jun-2018 16:38:50",43.57205,-78.07735,19,0.03,"6/9/2018 16:38:50",6321,7482,"(142,84)",142,84,-187.688,0,0,0,0,0.192,0.001,4.718471,NA,4.718471,0,NA,"142-84",18.788,212.126109774,10,187.88,"yes"," ",43.5733615723,-78.0816443842,1528562330,0.00562012440395613,10.1250932971394
224,212,"09-Jun-2018 12:46:45",43.57385,-78.02405,10,0.03,"6/9/2018 12:46:45",6502,7485,"(145,84)",145,84,-184.799,0,0,0,0,0.192,0.001,4.718447,NA,4.718447,0,NA,"145-84",18.4991,214.361003225,10,184.991,"yes"," ",43.5724493519,-78.0289614959,1528548405,0.00534659510629752,356.589385146153
225,151,"03-Jun-2018 15:42:51",43.5749833333333,-77.7841333333333,353,0.01,"6/3/2018 15:42:51",7391,7730,"(159,85)",159,85,-150.993,0,0,0,0,0.192,0.001,4.648478,NA,4.648478,0,NA,"159-85",15.1185,216.939781902,10,151.185,"yes"," ",43.5693440742,-77.7835823926,1528040571,0.0101735955113741,323.429268202468
226,197,"07-Jun-2018 08:04:53",43.5757,-77.5561166666667,360,0.03,"6/7/2018 8:04:53",8561,8205,"(172,87)",172,87,-166.565,0,0,0,0,0.192,0.001,4.718759,NA,4.718759,0,NA,"172-87",16.6757,199.648156335,10,166.757,"yes"," ",43.5760126013,-77.5581676591,1528358693,0.0215448414985445,161.049928041404
227,152,"03-Jun-2018 16:06:40",43.5770666666667,-77.7826166666667,348,0.04,"6/3/2018 16:06:40",7392,7961,"(159,86)",159,86,-163.831,0,0,0,0,0.192,0.001,4.86791,NA,4.86791,0,NA,"159-86",16.4023,217.645731468,10,164.023,"yes"," ",43.5831561705,-77.7815516493,1528042000,0.00926413935761897,345.845434796305
228,211,"09-Jun-2018 08:52:37",43.5775166666667,-77.9691833333333,12,0.04,"6/9/2018 8:52:37",6685,7719,"(148,85)",148,85,-180.869,0,0,0,0,0.192,0.001,4.672844,NA,4.672844,0,NA,"148-85",18.1061,223.916503727,10,181.061,"yes"," ",43.5843194338,-77.9752501958,1528534357,0.00115848792590843,327.322051899652
229,208,"08-Jun-2018 20:33:25",43.5789833333333,-77.7954,336,0.02,"6/8/2018 20:33:25",7324,7960,"(158,86)",158,86,-171.581,0,0,0,0,0.192,0.001,4.694579,NA,4.694579,0,NA,"158-86",17.1773,218.534272483,10,171.773,"yes"," ",43.5849806731,-77.7988290639,1528490005,0.0126632654739783,110.139916765953
230,210,"09-Jun-2018 04:44:25",43.5803666666667,-77.911,346,0.03,"6/9/2018 4:44:25",6930,7723,"(152,85)",152,85,-182.823,0,0,0,0,0.192,0.001,4.751062,NA,4.751062,0,NA,"152-85",18.3015,223.602492874,10,183.015,"yes"," ",43.580187605,-77.9049972817,1528519465,0.00358784071652961,297.82104250646
231,209,"09-Jun-2018 00:42:11",43.5814166666667,-77.8539333333333,343,0.03,"6/9/2018 0:42:11",7126,7726,"(155,85)",155,85,-172.768,0,0,0,0,0.192,0.001,4.691254,NA,4.691254,0,NA,"155-85",17.296,221.311001207,10,172.96,"yes"," ",43.5759603641,-77.8527360628,1528504931,0.00376883335456749,56.6536894120036
232,207,"08-Jun-2018 12:38:50",43.5861,-77.67725,11,0.02,"6/8/2018 12:38:50",7834,8198,"(165,87)",165,87,-166.567,0,0,0,0,0.192,0.001,4.719326,NA,4.719326,0,NA,"165-87",16.6759,208.076475709,10,166.759,"yes"," ",43.5848137265,-77.6763802951,1528461530,0.0171493817777106,201.156364106221
233,206,"08-Jun-2018 08:33:00",43.5895833333333,-77.6135333333333,17,0.02,"6/8/2018 8:33:00",8241,8434,"(169,88)",169,88,-157.143,0,0,0,0,0.192,0.001,4.75184,NA,4.75184,0,NA,"169-88",15.7335,195.150406138,10,157.335,"yes"," ",43.5917289615,-77.6057946872,1528446780,0.0173505300012961,186.893675626502
234,205,"08-Jun-2018 08:29:01",43.5898666666667,-77.6138166666667,20,0.02,"6/8/2018 8:29:01",8241,8434,"(169,88)",169,88,-157.143,0,0,0,0,0.192,0.001,4.75184,NA,4.75184,0,NA,"169-88",15.7335,195.150406138,10,157.335,"yes"," ",43.5917289615,-77.6057946872,1528446541,0.0173505300012961,186.893675626502
235,198,"07-Jun-2018 12:01:46",43.5906333333333,-77.6144333333333,360,0.03,"6/7/2018 12:01:46",8135,8433,"(168,88)",168,88,-158.588,0,0,0,0,0.192,0.001,4.749259,NA,4.749259,0,NA,"168-88",15.878,203.870309489,10,158.78,"yes"," ",43.5929866282,-77.6226780062,1528372906,0.0192388310363143,160.654552792073
236,204,"08-Jun-2018 06:20:55",43.5985666666667,-77.6411333333333,358,0.03,"6/8/2018 6:20:55",8032,8432,"(167,88)",167,88,-159.919,0,0,0,0,0.192,0.001,4.790524,NA,4.790524,0,NA,"167-88",16.0111,205.233108536,10,160.111,"yes"," ",43.5946886624,-77.6398435572,1528438855,0.0174522015837986,185.595689672154
237,202,"08-Jun-2018 00:22:02",43.59905,-77.5526833333333,3,0.03,"6/8/2018 0:22:02",8563,8672,"(172,89)",172,89,-144.555,0,0,0,0,0.192,0.001,4.792175,NA,4.792175,0,NA,"172-89",14.4747,200.020148986,10,144.747,"yes"," ",43.6026276724,-77.5540064031,1528417322,0.0163539981412569,194.208802896248
238,203,"08-Jun-2018 04:41:15",43.6004666666667,-77.6194833333333,358,0.03,"6/8/2018 4:41:15",8136,8668,"(168,89)",168,89,-153.737,0,0,0,0,0.192,0.001,4.846763,NA,4.846763,0,NA,"168-89",15.3929,205.368321239,10,153.929,"yes"," ",43.606055852,-77.6205391021,1528432875,0.0164970315530424,182.014538385079
239,199,"07-Jun-2018 15:57:15",43.6044833333333,-77.6709833333333,1,0.03,"6/7/2018 15:57:15",7835,8430,"(165,88)",165,88,-161.087,0,0,0,0,0.192,0.001,4.781332,NA,4.781332,0,NA,"165-88",16.1279,207.958706629,10,161.279,"yes"," ",43.5980850771,-77.6741780327,1528387035,0.0172514500588292,171.913927798118
240,200,"07-Jun-2018 15:57:16",43.6044833333333,-77.6709833333333,1,0.03,"6/7/2018 15:57:16",7835,8430,"(165,88)",165,88,-161.087,0,0,0,0,0.192,0.001,4.781332,NA,4.781332,0,NA,"165-88",16.1279,207.958706629,10,161.279,"yes"," ",43.5980850771,-77.6741780327,1528387036,0.0172514500588292,171.913927798118
241,201,"07-Jun-2018 15:57:16",43.6044833333333,-77.6709833333333,3,0.03,"6/7/2018 15:57:16",7835,8430,"(165,88)",165,88,-161.087,0,0,0,0,0.192,0.001,4.781332,NA,4.781332,0,NA,"165-88",16.1279,207.958706629,10,161.279,"yes"," ",43.5980850771,-77.6741780327,1528387036,0.0172514500588292,171.913927798118
